raw,canon,has_pct,has_wt,has_vol,has_at,has_mol,has_colon,has_slash,many_dashes,paren,bracket,cluster
"(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)","(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 99.999)(Te, 0.0)(Se, 0.0)(Sc, 0.0)|(Ge, 94.999)(Te, 5.0)(Se, 0.0)(Sc, 0.0)|(Ge, 89.999)(Te, 10.0)(Se, 0.0)(Sc, 0.0)|(Ge, 84.999)(Te, 15.0)(Se, 0.0)(Sc, 0.0)","(Ge, 99.999)(Te, 0.0)(Se, 0.0)(Sc, 0.0)|(Ge, 94.999)(Te, 5.0)(Se, 0.0)(Sc, 0.0)|(Ge, 89.999)(Te, 10.0)(Se, 0.0)(Sc, 0.0)|(Ge, 84.999)(Te, 15.0)(Se, 0.0)(Sc, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)","(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)","(Te, 100.0)|(Te, 95.0)(Ge, 2.5)(Se, 2.5)(Sc, 5.0)|(Te, 90.0)(Ge, 5.0)(Se, 5.0)(Sc, 10.0)|(Te, 85.0)(Ge, 7.5)(Se, 7.5)(Sc, 15.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Sc, 0.0)(Se, 50.0)(Te, 50.0)|(Sc, 5.0)(Se, 47.5)(Te, 47.5)|(Sc, 10.0)(Se, 45.0)(Te, 45.0)|(Sc, 15.0)(Se, 42.5)(Te, 42.5)","(Sc, 0.0)(Se, 50.0)(Te, 50.0)|(Sc, 5.0)(Se, 47.5)(Te, 47.5)|(Sc, 10.0)(Se, 45.0)(Te, 45.0)|(Sc, 15.0)(Se, 42.5)(Te, 42.5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(SiO2, 100.0)","(SiO2, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Si, 100.0)","(Si, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Si, 50.0)(Ge, 50.0)(H, 0.0)","(Si, 50.0)(Ge, 50.0)(H, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27
"(Cu, 33.0)(Zr, 67.0)","(Cu, 33.0)(Zr, 67.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Cu, 33.0)(Zr, 67.0)","(Cu, 33.0)(Zr, 67.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Ca2Al2SiO7, 50.0)(Ca2MgSi2O7, 50.0)|(K6Ba4Al1.42Si2.58O8, 100.0)","(Ca2Al2SiO7, 50.0)(Ca2MgSi2O7, 50.0)|(K6Ba4Al1.42Si2.58O8, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(SiO2, 35.46)(CaO, 28.48)(MgO, 10.66)(P2O5, 15.83)(CaF2, 2.9)(MgF2, 3.8)(K2O, 2.87)","(SiO2, 35.46)(CaO, 28.48)(MgO, 10.66)(P2O5, 15.83)(CaF2, 2.9)(MgF2, 3.8)(K2O, 2.87)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(SiO2, 30.03)(Al2O3, 13.67)(CaO, 38.87)(Fe2O3, 5.32)(MgO, 4.42)(Na2O, 0.63)(K2O, 0.59)(SO3, 6.17)(TiO2, 0.3)","(SiO2, 30.03)(Al2O3, 13.67)(CaO, 38.87)(Fe2O3, 5.32)(MgO, 4.42)(Na2O, 0.63)(K2O, 0.59)(SO3, 6.17)(TiO2, 0.3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(GeSe2, 60.3)(Se, 39.7)|(GeSe2, 71.3)(Se, 28.7)|(Sm, 50.0)(Al, 30.0)(Co, 20.0)","(GeSe2, 60.3)(Se, 39.7)|(GeSe2, 71.3)(Se, 28.7)|(Sm, 50.0)(Al, 30.0)(Co, 20.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(GeSe2, 100.0)|(Cu, 48.0)(Zr, 48.0)(Al, 4.0)","(GeSe2, 100.0)|(Cu, 48.0)(Zr, 48.0)(Al, 4.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46
"(Ge, None)(Se, None)","(Ge, None)(Se, None)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23
"(GeSe2, 66.67)(Se, 33.33)","(GeSe2, 66.67)(Se, 33.33)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Ge, 22.0)(Se, 78.0)","(Ge, 22.0)(Se, 78.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Sm, 50.0)(Al, 30.0)(Co, 20.0)|(Cu, 48.0)(Zr, 48.0)(Al, 4.0)","(Sm, 50.0)(Al, 30.0)(Co, 20.0)|(Cu, 48.0)(Zr, 48.0)(Al, 4.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46
"(B2O3, 100.0)","(B2O3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
"(B60, 100.0)","(B60, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(B2O3, 46.0)(CaO, 27.0)(Na2O, 24.0)(P2O5, 3.0)(Ag2O, 0.0)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.85)(P2O5, 3.0)(Ag2O, 0.15)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.5)(P2O5, 3.0)(Ag2O, 0.5)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.0)(P2O5, 3.0)(Ag2O, 1.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 4.0)(Ag2O, 0.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.7)(Ag2O, 0.3)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.5)(Ag2O, 0.5)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.0)(Ag2O, 1.0)","(B2O3, 46.0)(CaO, 27.0)(Na2O, 24.0)(P2O5, 3.0)(Ag2O, 0.0)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.85)(P2O5, 3.0)(Ag2O, 0.15)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.5)(P2O5, 3.0)(Ag2O, 0.5)|(B2O3, 46.0)(CaO, 27.0)(Na2O, 23.0)(P2O5, 3.0)(Ag2O, 1.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 4.0)(Ag2O, 0.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.7)(Ag2O, 0.3)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.5)(Ag2O, 0.5)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.0)(Ag2O, 1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(SiO2, 95.5)(CaO, 4.0)(Ag2O, 0.5)|(SiO2, 58.6)(P2O5, 7.2)(Al2O3, 4.2)(CaO, 24.9)(Na2O, 2.1)(K2O, 3.0)","(SiO2, 95.5)(CaO, 4.0)(Ag2O, 0.5)|(SiO2, 58.6)(P2O5, 7.2)(Al2O3, 4.2)(CaO, 24.9)(Na2O, 2.1)(K2O, 3.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(B2O3, 46.1)(CaO, 26.9)(Na2O, 24.4)(P2O5, 2.6)","(B2O3, 46.1)(CaO, 26.9)(Na2O, 24.4)(P2O5, 2.6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(B2O3, 60.0)(CaO, 36.0)(P2O5, 4.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.7)(Ag2O, 0.3)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.5)(Ag2O, 0.5)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.0)(Ag2O, 1.0)","(B2O3, 60.0)(CaO, 36.0)(P2O5, 4.0)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.7)(Ag2O, 0.3)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.5)(Ag2O, 0.5)|(B2O3, 60.0)(CaO, 36.0)(P2O5, 3.0)(Ag2O, 1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(B2O3, 48.63)(CaO, 22.86)(Na2O, 22.92)(P2O5, 5.59)|(B2O3, 47.77)(CaO, 22.45)(Na2O, 22.51)(P2O5, 5.49)(Ag2O, 1.0)|(B2O3, 46.91)(CaO, 22.04)(Na2O, 22.1)(P2O5, 5.39)(Ag2O, 2.0)|(B2O3, 44.19)(CaO, 20.82)(Na2O, 20.88)(P2O5, 5.09)(Ag2O, 4.0)|(B2O3, 39.75)(CaO, 18.7)(Na2O, 18.76)(P2O5, 4.57)(Ag2O, 10.0)","(B2O3, 48.63)(CaO, 22.86)(Na2O, 22.92)(P2O5, 5.59)|(B2O3, 47.77)(CaO, 22.45)(Na2O, 22.51)(P2O5, 5.49)(Ag2O, 1.0)|(B2O3, 46.91)(CaO, 22.04)(Na2O, 22.1)(P2O5, 5.39)(Ag2O, 2.0)|(B2O3, 44.19)(CaO, 20.82)(Na2O, 20.88)(P2O5, 5.09)(Ag2O, 4.0)|(B2O3, 39.75)(CaO, 18.7)(Na2O, 18.76)(P2O5, 4.57)(Ag2O, 10.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(SiO2, 46.1)(CaO, 26.9)(Na2O, 24.4)(P2O5, 2.6)","(SiO2, 46.1)(CaO, 26.9)(Na2O, 24.4)(P2O5, 2.6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(B2O3, 46.0)|(B2O3, 60.0)","(B2O3, 46.0)|(B2O3, 60.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
"(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 0.05)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 0.5)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 1.0)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 16.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(SrO, 6.0)(Ag2O, 0.75)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 16.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(SrO, 6.0)(Ag2O, 1.0)","(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 0.05)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 0.5)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 22.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(Ag2O, 1.0)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 16.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(SrO, 6.0)(Ag2O, 0.75)|(B2O3, 36.0)(SiO2, 18.0)(CaO, 16.0)(Na2O, 6.0)(K2O, 8.0)(MgO, 8.0)(P2O5, 2.0)(SrO, 6.0)(Ag2O, 1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
"(Ge, 15.0)(As, 16.0)(Se, 63.0)(In, 3.0)(I, 3.0)|(Ge, 20.0)(Se, 80.0)","(Ge, 15.0)(As, 16.0)(Se, 63.0)(In, 3.0)(I, 3.0)|(Ge, 20.0)(Se, 80.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)|(As, 60.0)(Se, 30.0)(Te, 10.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)|(As, 60.0)(Se, 30.0)(Te, 10.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)","(Ge, 20.0)(Se, 80.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)","(Ge, 20.0)(Se, 80.0)|(Ge, 26.0)(As, 17.0)(Se, 25.0)(Te, 32.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(As2S3, 100.0)","(As2S3, 100.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)","(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)","(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Si, 50.0)(H2O, 50.0)","(Si, 50.0)(H2O, 50.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102
"(Fe, 48.0)(Mo, 14.0)(Cr, 15.0)(Y, 2.0)(C, 15.0)(B, 6.0)","(Fe, 48.0)(Mo, 14.0)(Cr, 15.0)(Y, 2.0)(C, 15.0)(B, 6.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)","(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)","(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)|(Fe, 41.0)(Cr, 15.0)(Co, 7.0)(Mo, 14.0)(C, 12.0)(B, 9.0)(Y, 2.0)","(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)|(Fe, 41.0)(Cr, 15.0)(Co, 7.0)(Mo, 14.0)(C, 12.0)(B, 9.0)(Y, 2.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)","(Fe, 44.0)(Cr, 15.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)","(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(Si, 5.0)(B, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)","(Fe, 44.0)(Cr, 16.0)(Mo, 14.0)(Co, 7.0)(C, 10.0)(B, 5.0)(Si, 5.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
"(Ga, 85.8)(In, 14.2)","(Ga, 85.8)(In, 14.2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
"(Cu, 54.2)(Ag, 45.8)","(Cu, 54.2)(Ag, 45.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
