raw,canon,has_pct,has_wt,has_vol,has_at,has_mol,has_colon,has_slash,many_dashes,paren,bracket,cluster
"Experimental Procedure: 2.1 Preparation and synthesis of Tb3+, Nd3+ and Mn2+ doped YAlO3 Pure, rare earth (Tb3+, Nd3+) and transition metal (Mn2+) doped/co-doped YAlO3 were synthesized by the sol-gel method by using yttrium nitrate [Y(NO3)3·4H2O (purity 99.99%)], aluminum nitrate [Al(NO3)3·9H2O (purity 99+%)]","Experimental Procedure: 2.1 Preparation and synthesis of Tb3+, Nd3+ and Mn2+ doped YAlO3 Pure, rare earth (Tb3+, Nd3+) and transition metal (Mn2+) doped/co-doped YAlO3 were synthesized by the sol-gel method by using yttrium nitrate [Y(NO3)3·4H2O (purity 99.99%)], aluminum nitrate [Al(NO3)3·9H2O (purity 99+%)]",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,35
as preparatory materials and nitric acid (HNO3) as a chelating agent.,as preparatory materials and nitric acid (HNO3) as a chelating agent.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
The aqueous solution for undoped and doped YAlO3 phosphor were prepared using double distilled.,The aqueous solution for undoped and doped YAlO3 phosphor were prepared using double distilled.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
"The stoichiometric amounts of Y(NO3)3·4H2O was dissolved in distilled water (30 ml), then nitric acid was added into the solution with a 1:3 ratio of ions.","The stoichiometric amounts of Y(NO3)3·4H2O was dissolved in distilled water (30 ml), then nitric acid was added into the solution with a 1:3 ratio of ions.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1
Al(NO3)3·9H2O were dissolved in another beaker and then this solution was slowly added to the Y(NO3)3·4H2O + nitric acid solution mixture with continuous magnetic stirring at room temperature.,Al(NO3)3·9H2O were dissolved in another beaker and then this solution was slowly added to the Y(NO3)3·4H2O + nitric acid solution mixture with continuous magnetic stirring at room temperature.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
The dopants were dissolved in 10 ml of ionized water and added to the prepared solution.,The dopants were dissolved in 10 ml of ionized water and added to the prepared solution.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
"At last, polyethylene glycol solution was added to the resultant mixture solution to get a better particle structure as a surfactant material.","At last, polyethylene glycol solution was added to the resultant mixture solution to get a better particle structure as a surfactant material.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2.2 Characterization methodology The crystal phase and composition of the prepared phosphors were systematically studied by recording the XRD patterns using a PANanalytical Empyrean X-ray diffraction (XRD) appliance operated at 45 kV tube voltage and 40 mA tube current.,2.2 Characterization methodology The crystal phase and composition of the prepared phosphors were systematically studied by recording the XRD patterns using a PANanalytical Empyrean X-ray diffraction (XRD) appliance operated at 45 kV tube voltage and 40 mA tube current.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97
Cu-Kα (1.5405 Å) was used as the radiation source.,Cu-Kα (1.5405 Å) was used as the radiation source.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94
The optical absorption properties of doped and undoped YAlO3 were studied by using a PerkinElmer Lambda 950 spectrophotometer operating from 800 to 200 nm.,The optical absorption properties of doped and undoped YAlO3 were studied by using a PerkinElmer Lambda 950 spectrophotometer operating from 800 to 200 nm.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
TL measurements were conducted with an RA94 Reader/Analyser system that was programmed to perform a linear heat from 50 °C to 400 °C with constant heating hate of 2 °C/s in N2 atmosphere.,TL measurements were conducted with an RA94 Reader/Analyser system that was programmed to perform a linear heat from 50 °C to 400 °C with constant heating hate of 2 °C/s in N2 atmosphere.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1
"2.3.2 Computerized glow curve deconvolution (CGCD) method The main TL glow curve is composed of many overlapping glow peaks based on the factors such as ion impurities, atomic displacement or vacancy defects in the material.","2.3.2 Computerized glow curve deconvolution (CGCD) method The main TL glow curve is composed of many overlapping glow peaks based on the factors such as ion impurities, atomic displacement or vacancy defects in the material.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94
"Preparation And Synthesis Of Tb3+, Nd3+ And Mn2+ Doped Yalo3: Pure, rare earth (Tb3+, Nd3+) and transition metal (Mn2+) doped/co-doped YAlO3 were synthesized by the sol-gel method by using yttrium nitrate","Preparation And Synthesis Of Tb3+, Nd3+ And Mn2+ Doped Yalo3: Pure, rare earth (Tb3+, Nd3+) and transition metal (Mn2+) doped/co-doped YAlO3 were synthesized by the sol-gel method by using yttrium nitrate",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35
"[Y(NO3)3·4H2O (purity 99.99%)], aluminum nitrate [Al(NO3)3·9H2O (purity 99+%)]","[Y(NO3)3·4H2O (purity 99.99%)], aluminum nitrate [Al(NO3)3·9H2O (purity 99+%)]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35
as preparatory materials and nitric acid (HNO3) as a chelating agent.,as preparatory materials and nitric acid (HNO3) as a chelating agent.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
The aqueous solution for undoped and doped YAlO3 phosphor were prepared using double distilled.,The aqueous solution for undoped and doped YAlO3 phosphor were prepared using double distilled.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
"The stoichiometric amounts of Y(NO3)3·4H2O was dissolved in distilled water (30 ml), then nitric acid was added into the solution with a 1:3 ratio of ions.","The stoichiometric amounts of Y(NO3)3·4H2O was dissolved in distilled water (30 ml), then nitric acid was added into the solution with a 1:3 ratio of ions.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1
Al(NO3)3·9H2O were dissolved in another beaker and then this solution was slowly added to the Y(NO3)3·4H2O + nitric acid solution mixture with continuous magnetic stirring at room temperature.,Al(NO3)3·9H2O were dissolved in another beaker and then this solution was slowly added to the Y(NO3)3·4H2O + nitric acid solution mixture with continuous magnetic stirring at room temperature.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
The dopants were dissolved in 10 ml of ionized water and added to the prepared solution.,The dopants were dissolved in 10 ml of ionized water and added to the prepared solution.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
"At last, polyethylene glycol solution was added to the resultant mixture solution to get a better particle structure as a surfactant material.","At last, polyethylene glycol solution was added to the resultant mixture solution to get a better particle structure as a surfactant material.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Characterization Methodology: The crystal phase and composition of the prepared phosphors were systematically studied by recording the XRD patterns using a PANanalytical Empyrean X-ray diffraction (XRD) appliance operated at 45 kV tube voltage and 40 mA tube current.,Characterization Methodology: The crystal phase and composition of the prepared phosphors were systematically studied by recording the XRD patterns using a PANanalytical Empyrean X-ray diffraction (XRD) appliance operated at 45 kV tube voltage and 40 mA tube current.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97
Cu-Kα (1.5405 Å) was used as the radiation source.,Cu-Kα (1.5405 Å) was used as the radiation source.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94
The optical absorption properties of doped and undoped YAlO3 were studied by using a PerkinElmer Lambda 950 spectrophotometer operating from 800 to 200 nm.,The optical absorption properties of doped and undoped YAlO3 were studied by using a PerkinElmer Lambda 950 spectrophotometer operating from 800 to 200 nm.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
TL measurements were conducted with an RA94 Reader/Analyser system that was programmed to perform a linear heat from 50 °C to 400 °C with constant heating hate of 2 °C/s in N2 atmosphere.,TL measurements were conducted with an RA94 Reader/Analyser system that was programmed to perform a linear heat from 50 °C to 400 °C with constant heating hate of 2 °C/s in N2 atmosphere.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1
"2.3.2 Computerized glow curve deconvolution (CGCD) method The main TL glow curve is composed of many overlapping glow peaks based on the factors such as ion impurities, atomic displacement or vacancy defects in the material.","2.3.2 Computerized glow curve deconvolution (CGCD) method The main TL glow curve is composed of many overlapping glow peaks based on the factors such as ion impurities, atomic displacement or vacancy defects in the material.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94
"Results And Discussion: 3.1 Crystal structure of phosphors Fig. 1 shows the XRD pattern of the pure YAlO3, Mn2+/Tb3+/Nd3+ singly-doped and co-doped YAlO3 samples that prepared by sol-gel method and sintered 1 h at 1000 °C along with standard card of YAlO3 (ICSD No 98–008-8261).","Results And Discussion: 3.1 Crystal structure of phosphors Fig. 1 shows the XRD pattern of the pure YAlO3, Mn2+/Tb3+/Nd3+ singly-doped and co-doped YAlO3 samples that prepared by sol-gel method and sintered 1 h at 1000 °C along with standard card of YAlO3 (ICSD No 98-008-8261).",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35
"cos θ where k=0.94 , λ C u=0.15406 nm and β represents the full-width at half-maximum of the peak in radians corrected from instrumental broadening, and θ stands for the peak angle","cos θ where k=0.94 , λ C u=0.15406 nm and β represents the full-width at half-maximum of the peak in radians corrected from instrumental broadening, and θ stands for the peak angle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
The sizes of grains are decreased by the addition of RE3+ and the boundaries of grains began to come out.,The sizes of grains are decreased by the addition of RE3+ and the boundaries of grains began to come out.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
"The XRD peaks of the samples matches well with the single phase of YAlO3, orthorhombic distorted perovskite structure (a=0.5303 nm, b=0.7348 nm, c=0.5169 nm, α=β=γ=90°; space group: Pnma D 2 h 16 )","The XRD peaks of the samples matches well with the single phase of YAlO3, orthorhombic distorted perovskite structure (a=0.5303 nm, b=0.7348 nm, c=0.5169 nm, α=β=γ=90°; space group: Pnma D 2 h 16 )",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97
"No extra phase was detected, indicating that doping Mn2+, Tb3+ or Nd3+ does not change the structure of YAlO3.","No extra phase was detected, indicating that doping Mn2+, Tb3+ or Nd3+ does not change the structure of YAlO3.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
"Taking into account the ionic radius of the dopants and host material cations, the dopants are probably proposed to occupy Y3+ and Al3+ sites in the YAlO3 host lattice without causing any change in the crystal structure.","Taking into account the ionic radius of the dopants and host material cations, the dopants are probably proposed to occupy Y3+ and Al3+ sites in the YAlO3 host lattice without causing any change in the crystal structure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
"As mentioned before, the samples have been prepared by sol-gel method, this minor mass difference has possibly related with the removal absorbed water molecules by the YAlO3.","As mentioned before, the samples have been prepared by sol-gel method, this minor mass difference has possibly related with the removal absorbed water molecules by the YAlO3.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
The second mass loss is from 250 to 550 °C and the lost weight which can be correspond to the combustion of the organic compounds is approximately 59.08%.,The second mass loss is from 250 to 550 °C and the lost weight which can be correspond to the combustion of the organic compounds is approximately 59.08%.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
The final observed mass loss (7.03%) is between 550 and 1400 °C and endothermic (at 1092 °C) and exothermic (at 1275 °C) reactions seen in DTA results may be ascribed to the crystallization of YAlO3.,The final observed mass loss (7.03%) is between 550 and 1400 °C and endothermic (at 1092 °C) and exothermic (at 1275 °C) reactions seen in DTA results may be ascribed to the crystallization of YAlO3.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
"SEM micrographs and EDS graphs of YAlO3: Nd3+, YAlO3: Tb3+ and YAlO3:Mn2+/Nd3+ are shown in Fig. 3","SEM micrographs and EDS graphs of YAlO3: Nd3+, YAlO3: Tb3+ and YAlO3:Mn2+/Nd3+ are shown in Fig. 3",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8
"Further, intense peaks proving the existence of host (Y, Al, O) and dopant (Mn, Nd, Tb) elements are seen in EDS spectra.","Further, intense peaks proving the existence of host (Y, Al, O) and dopant (Mn, Nd, Tb) elements are seen in EDS spectra.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22
"3.4 Optical properties of Mn 2+ , Nd 3+ and Tb 3+ doped YAlO3 3.4.1 Photoluminescence (PL) properties Fig.","3.4 Optical properties of Mn 2+ , Nd 3+ and Tb 3+ doped YAlO3 3.4.1 Photoluminescence (PL) properties Fig.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103
"4 (a–h) shows, the emission and the excitation spectra of YAlO3, YAlO3: Mn2+, YAlO3: Nd3+ (VIS), YAlO3: Nd+3 (NIR), YAlO3: Mn2+/Nd3+ (VIS), YAlO3: Mn2+/Nd3+ (NIR), YAlO3: Tb3+ and YAlO3: Mn2+/Tb3+, respectively.","4 (a-h) shows, the emission and the excitation spectra of YAlO3, YAlO3: Mn2+, YAlO3: Nd3+ (VIS), YAlO3: Nd+3 (NIR), YAlO3: Mn2+/Nd3+ (VIS), YAlO3: Mn2+/Nd3+ (NIR), YAlO3: Tb3+ and YAlO3: Mn2+/Tb3+, respectively.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,32
"According to the PL spectrum of YAlO3: Mn2+ shown in Fig. 4(b), YAlO3: Mn2+ phosphor shows a strong green emission at 526 nm.","According to the PL spectrum of YAlO3: Mn2+ shown in Fig. 4(b), YAlO3: Mn2+ phosphor shows a strong green emission at 526 nm.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,82
This emission is related to the transition 4T1(G)→6A1(S) of Mn2+ ions acting as an activating center.,This emission is related to the transition 4T1(G)→6A1(S) of Mn2+ ions acting as an activating center.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
The disadvantage of the Mn2+ activator is that the d-d optical transitions are spin and parity forbidden.,The disadvantage of the Mn2+ activator is that the d-d optical transitions are spin and parity forbidden.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
"Further, in TL results, the Mn2+ doped sample has a very low intensity.","Further, in TL results, the Mn2+ doped sample has a very low intensity.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
"Taking account this, Nd3+ and Tb3+ rare earth ions have been used as co-dopant to YAlO3: Mn2+ phosphor.","Taking account this, Nd3+ and Tb3+ rare earth ions have been used as co-dopant to YAlO3: Mn2+ phosphor.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23
UV and NIR emission spectra of YAlO3: Nd3+ phosphor are shown in Fig.,UV and NIR emission spectra of YAlO3: Nd3+ phosphor are shown in Fig.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23
"In Fig. 4(c), the PL spectrum of YAlO3: Nd3+ phosphor, characteristic emissions originating from 4G11/2 → 4I9/2 (∼423 nm), 4G9/2 → 4I9/2 (∼460 nm) and 4G7/2 → 4I9/2 (∼540 nm) transitions have been observed.","In Fig. 4(c), the PL spectrum of YAlO3: Nd3+ phosphor, characteristic emissions originating from 4G11/2 → 4I9/2 (∼423 nm), 4G9/2 → 4I9/2 (∼460 nm) and 4G7/2 → 4I9/2 (∼540 nm) transitions have been observed.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,32
4(e) shows the VIS emission spectrum of YAlO3:,4(e) shows the VIS emission spectrum of YAlO3:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1
Mn2+/Nd3+ phosphor taken at excitation wavelength of 384 nm.,Mn2+/Nd3+ phosphor taken at excitation wavelength of 384 nm.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
"Because the luminescence light emitted in the green spectral region is characteristic of Mn2+ ions and can be expressed as Mn2++hv→Mn3++e−. Energy transfer causes an increase in the intensity of the emission, but this expected increase could not be observed.","Because the luminescence light emitted in the green spectral region is characteristic of Mn2+ ions and can be expressed as Mn2++hv→Mn3++e−. Energy transfer causes an increase in the intensity of the emission, but this expected increase could not be observed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"In Fig. 4(f), Nd3+ is used as a co-dopant to YAlO3: Mn2+ phosphor and the NIR emission spectrum of this material is shown.","In Fig. 4(f), Nd3+ is used as a co-dopant to YAlO3: Mn2+ phosphor and the NIR emission spectrum of this material is shown.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,82
"Three different luminescence peaks are observed at 910 nm, 1064 nm and 1333 nm, belonging to Nd3+ ions, in NIR emission spectrum of YAlO3: Mn2+/Nd3+.","Three different luminescence peaks are observed at 910 nm, 1064 nm and 1333 nm, belonging to Nd3+ ions, in NIR emission spectrum of YAlO3: Mn2+/Nd3+.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8
"Although characteristic transition emissions of Nd3+ are seen in this spectrum, when compared to the spectrum observed in 4(d), it has exhibited a lower intensity.","Although characteristic transition emissions of Nd3+ are seen in this spectrum, when compared to the spectrum observed in 4(d), it has exhibited a lower intensity.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
"Fig. 4(g) shows the PL spectrum of YAlO3: Tb3+ phosphor; four main peaks at 490 nm, 544 nm, 580 nm and 620 nm are associated with Tb3+ ions in YAlO3 host material.","Fig. 4(g) shows the PL spectrum of YAlO3: Tb3+ phosphor; four main peaks at 490 nm, 544 nm, 580 nm and 620 nm are associated with Tb3+ ions in YAlO3 host material.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1
"Therefore, it can be said that Tb3+ doped YAlO3 phosphor has the potential to be used as a green luminescence material.","Therefore, it can be said that Tb3+ doped YAlO3 phosphor has the potential to be used as a green luminescence material.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
